iter	TotalF1	Logloss
884	0.8999487799	0.2349302797
885	0.8996537629	0.2347581706
886	0.8998158077	0.234697157
887	0.8998255035	0.2346911595
888	0.9000395142	0.2346553502
889	0.9000135236	0.2346390106
890	0.9000848735	0.2346110703
891	0.9000588749	0.2345851923
892	0.9000491973	0.2345820058
893	0.8999778525	0.2345694472
894	0.9002855524	0.2345261191
895	0.9002759078	0.2345247446
896	0.9002855524	0.2345217616
897	0.9002759078	0.2345100815
898	0.9002402274	0.2344871421
899	0.9002759078	0.2344614312
900	0.9004282948	0.2343756216
901	0.9004282948	0.2343725226
902	0.9004282948	0.2343723519
903	0.9005189397	0.2343617328
904	0.9004157411	0.234223595
905	0.900425401	0.2340783584
906	0.9003607044	0.2340747459
907	0.9003607044	0.2340745073
908	0.9003800428	0.2340127608
909	0.9001465544	0.2339096794
910	0.9000558119	0.2338738247
911	0.9000817976	0.2338480514
912	0.9001822396	0.233820772
913	0.9001725561	0.2337753603
914	0.9000072677	0.2337297813
915	0.9000072677	0.2337287632
916	0.8999715817	0.2337284852
917	0.9000169874	0.233728217
918	0.9000169874	0.2337279558
919	0.9000623878	0.233702897
920	0.9000720954	0.2336865653
921	0.9002179274	0.2336590909
922	0.8999293711	0.2336202175
923	0.9000104327	0.2335942462
924	0.9000104327	0.2335937041
925	0.9000104327	0.2335936552
926	0.9000817976	0.23347875
927	0.9001368696	0.2333544662
928	0.9001011858	0.2333112488
929	0.9001725561	0.2332967376
930	0.9000364105	0.233285213
931	0.9002632934	0.233176728
932	0.9001271795	0.2331727274
933	0.9002536177	0.233139765
934	0.9002179274	0.2331326686
935	0.9002179274	0.233099286
936	0.9001368696	0.2330402706
937	0.9001822396	0.2330121003
938	0.9001822396	0.2330118925
939	0.9000914944	0.232993534
940	0.9001822396	0.2329640312
941	0.9002372757	0.2329341855
942	0.9002372757	0.2329256935
943	0.9002729636	0.232916523
944	0.9002729636	0.232915828
945	0.9001725561	0.2328503545
946	0.9001368696	0.2328267335
947	0.9001011858	0.2327890105
948	0.9001368696	0.2327842306
949	0.9001011858	0.2327610078
950	0.9004611006	0.2326399967
951	0.9004611006	0.2326363052
952	0.9005421583	0.2326122822
953	0.9005875086	0.2326119073
954	0.9004157411	0.2325796967
955	0.9004968027	0.2325663743
956	0.9004707539	0.2325124329
957	0.9004707539	0.2325114524
958	0.9005325075	0.232486345
959	0.9006135731	0.2324670838
960	0.9007042738	0.2324134185
961	0.9008045699	0.2323782464
962	0.9009405299	0.2322644059
963	0.9009954241	0.2322161935
964	0.901112166	0.2321923315
965	0.9011025904	0.2321763275
966	0.901147892	0.2321660843
967	0.9010050035	0.2320182485
968	0.9011313013	0.2320150324
969	0.9010860142	0.2319955233
970	0.9009048131	0.2319747805
971	0.9010050035	0.2319479642
972	0.9009597072	0.2319448321
973	0.901140861	0.231800717
974	0.9009431514	0.231716721
975	0.9009884332	0.2317083968
976	0.9009074421	0.2316806349
977	0.9009788632	0.2316015066
978	0.9011790463	0.2314621476
979	0.9016386013	0.2313738274
980	0.9015291438	0.2313580551
981	0.9014934096	0.2313253011
982	0.9015386496	0.2313189616
983	0.901574385	0.2313186965
984	0.901574385	0.2313152713
985	0.901514649	0.2311527492
986	0.9014337243	0.2310065248
987	0.9014052392	0.2308837699
988	0.901369518	0.2308796226
989	0.901369518	0.230872631
990	0.9014242345	0.2308501257
991	0.9014242345	0.2308252033
992	0.901505167	0.2308161742
993	0.9015860995	0.230808798
994	0.9015408923	0.2308028082
995	0.9015241256	0.230782615
996	0.9015598484	0.2307432106
997	0.9015598484	0.2307211646
998	0.9014337243	0.2306204074
999	0.9014052392	0.2306062343
1000	0.901369518	0.2305963427
1001	0.9014504621	0.2305663886
1002	0.9015671354	0.2305466354
1003	0.9015219151	0.2305359015
1004	0.9016123505	0.2305140137
1005	0.9016575604	0.2305061971
1006	0.9016932947	0.2304857008
1007	0.9018572335	0.2304256434
1008	0.9017122301	0.2303473199
1009	0.9017122301	0.2303467733
1010	0.9017122301	0.2303465238
1011	0.9017122301	0.2303455642
1012	0.9017311445	0.2302263272
1013	0.9016407691	0.2301988576
1014	0.9019927302	0.2300288487
1015	0.9015430631	0.2299851529
1016	0.9015430631	0.2299850225
1017	0.9015430631	0.2299794086
1018	0.9016334175	0.229977415
1019	0.9016334175	0.2299769131
1020	0.9015882429	0.2299744933
1021	0.9016334175	0.2299741411
1022	0.9016334175	0.2299570698
1023	0.9016334175	0.2299566116
1024	0.9015882429	0.2299525364
1025	0.9016239645	0.2299502348
1026	0.9016596886	0.2299466576
1027	0.9016596886	0.2299464958
1028	0.9015525239	0.2299405943
1029	0.9016596886	0.2299019483
1030	0.9015955737	0.2298857991
1031	0.9016218287	0.2298614837
1032	0.901702765	0.229798637
1033	0.901702765	0.2297983697
1034	0.901702765	0.2297974675
1035	0.9018383477	0.2297899336
1036	0.9018383477	0.2297785312
1037	0.9018835315	0.2297764678
1038	0.9019098295	0.2297342919
1039	0.9018194409	0.2297308977
1040	0.9021714609	0.2296755642
1041	0.9018646378	0.2296490007
1042	0.9022448147	0.2295496888
1043	0.9023257044	0.2295087833
1044	0.9025232468	0.2294304046
1045	0.9024065941	0.2294244717
1046	0.9025777293	0.2293789452
1047	0.9023878357	0.2293541105
1048	0.9024235974	0.2293537304
1049	0.9024142116	0.2293395862
1050	0.9024951285	0.2293054033
1051	0.9024951285	0.229305133
1052	0.9024763568	0.2292915638
1053	0.9025121289	0.2292877436
1054	0.9026475947	0.2292035003
1055	0.902521516	0.2291823788
1056	0.9024857453	0.2291811863
1057	0.9025308979	0.2291802394
1058	0.9023860229	0.2291513483
1059	0.9024142116	0.2290411155
1060	0.9022787302	0.2290195899
1061	0.9023878357	0.229013456
1062	0.9024048206	0.2289805695
1063	0.9023596588	0.228969377
1064	0.9023502561	0.2289674373
1065	0.90256667	0.2289371313
1066	0.9024499771	0.2289362224
1067	0.902521516	0.2289327646
1068	0.90256667	0.2289169716
1069	0.9022599039	0.2288949268
1070	0.9022956681	0.2288888256
1071	0.9023502561	0.228781859
1072	0.9022504829	0.2287622511
1073	0.9022956681	0.2287620257
1074	0.90221472	0.2287596959
1075	0.9022504829	0.2287443429
1076	0.9022052925	0.2287439198
1077	0.9023502561	0.2287238813
1078	0.9023502561	0.2287198666
1079	0.9024405874	0.2287195471
1080	0.9023954244	0.2287147458
1081	0.9024142116	0.2286732247
